"idstud";"female";"HISEI";"AGE";"R040Q02";"R040Q03A";"R040Q03B";"R040Q04";"R040Q06";"R077Q02";"R077Q03";"R077Q04";"R077Q05";"R077Q06";"R088Q01";"R088Q03";"R088Q04T";"R088Q05T";"R088Q07";"R110Q01";"R110Q04";"R110Q05";"R110Q06";"R216Q01";"R216Q02";"R216Q03T";"R216Q04";"R216Q06";"R236Q01";"R236Q02"
"27603020";1;51;194;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0
"27603021";1;38;183;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"27603025";0;69;192;1;1;0;1;1;1;2;0;0;0;1;2;1;1;1;1;1;1;1;0;1;1;0;0;0;0
"27603039";1;38;189;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0
"27603040";1;30;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"27603044";0;39;183;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
"27603046";1;30;189;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1
"27603051";1;43;185;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0
"27603057";0;43;183;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"27603061";0;43;193;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"27603062";0;56;188;0;1;0;1;0;0;0;0;0;0;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0
"27603071";0;43;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"27603073";0;50;192;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0
"27603077";1;74;187;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0
"27603078";0;23;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"27603084";1;99;187;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
"27603087";1;52;188;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0
"27603089";1;30;194;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
"27603093";1;25;185;1;0;0;1;0;1;1;1;0;1;1;2;1;1;1;1;1;0;1;1;0;0;0;1;1;1
"27603097";0;43;190;1;1;1;1;1;1;2;0;0;1;0;2;0;1;1;1;1;0;1;0;0;1;0;1;0;0
"27603100";1;29;190;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"27603103";0;55;188;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0
"27603105";0;27;184;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27603121";0;43;193;1;1;1;1;1;1;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603125";0;51;187;0;1;1;1;1;1;2;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1
"27603129";0;51;186;1;1;1;1;1;1;2;0;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0
"27603132";1;69;188;1;0;1;1;1;1;2;0;0;0;1;2;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"27603136";0;71;192;1;1;1;1;1;1;2;1;0;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27603148";0;88;193;1;1;0;1;0;1;2;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0
"27603151";1;43;191;1;1;1;1;1;1;2;1;1;0;1;2;1;1;1;1;1;1;1;0;0;1;1;1;1;1
"27603156";0;51;183;1;1;0;1;1;1;0;1;0;1;1;2;1;1;1;1;1;1;1;0;1;0;0;1;1;1
"27603160";0;56;188;1;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;1;0
"27603173";1;69;187;1;1;1;1;1;1;2;0;1;0;1;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"27603178";0;69;188;0;0;0;0;0;1;2;1;0;1;1;2;0;0;1;1;1;0;1;1;1;1;1;1;1;0
"27603183";1;88;186;0;1;1;1;1;1;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0
"27603184";0;73;191;1;1;0;1;1;1;2;0;0;1;1;2;1;1;0;1;1;1;0;0;1;0;0;0;0;0
"27603185";1;51;190;0;0;0;0;0;1;2;1;0;0;1;2;1;1;1;1;1;1;1;1;1;1;0;1;0;1
"27603186";0;49;187;1;1;0;1;1;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;0;1;1;1;1;1
"27603190";0;34;185;1;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0
"27603199";1;38;185;1;1;0;1;1;0;2;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0
"27603203";0;28;183;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
"27603204";1;73;186;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;1;0
"27603205";0;23;999;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"27603208";0;59;183;1;0;0;1;1;1;2;0;1;0;1;2;1;1;1;1;1;1;1;0;0;0;0;0;1;0
"27603222";0;34;999;0;0;0;0;0;1;2;0;0;1;1;2;1;1;0;1;0;1;1;1;1;0;0;1;0;0
"27603224";0;29;192;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0
"27603225";1;56;186;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0
"27603226";1;30;190;1;0;0;1;0;1;0;0;1;0;1;2;0;1;0;0;1;1;1;1;1;0;0;0;0;0
"27603228";0;43;185;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0
"27603233";0;19;185;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0
"27603240";0;33;185;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0
"27603243";1;38;194;1;1;0;1;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0
"27603250";1;69;192;1;1;0;1;0;1;2;0;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0
"27603252";1;30;188;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0
"27603259";1;40;194;1;1;1;1;1;1;2;1;0;0;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"27603262";1;56;185;0;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603267";1;52;185;1;1;1;1;1;1;1;0;0;1;1;2;1;0;1;1;1;1;0;1;1;1;1;1;1;0
"27603273";0;55;189;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0
"27603278";0;67;194;1;1;1;1;1;1;2;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0
"27603279";0;52;190;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0
"27603290";0;30;185;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0
"27603295";1;30;184;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0
"27603296";1;99;187;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0
"27603299";0;29;186;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
"27603303";0;43;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27603311";1;68;184;1;1;0;1;1;1;2;1;1;1;1;2;0;1;0;1;1;1;0;1;1;0;0;0;1;0
"27603318";0;51;183;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1
"27603319";1;53;186;0;0;1;1;1;1;1;0;1;1;1;2;0;1;1;0;1;1;1;1;0;1;1;1;1;0
"27603322";0;54;188;0;1;1;1;1;1;0;0;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27603324";1;53;189;1;1;1;1;1;1;2;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0
"27603331";0;30;188;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"27603337";0;28;191;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0
"27603341";0;29;183;1;0;1;1;0;1;2;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0
"27603342";1;43;192;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
"27603346";1;34;187;1;0;1;1;1;0;2;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0
"27603349";0;43;193;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27603352";1;34;183;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"27603354";1;74;187;1;0;0;1;0;1;2;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;0
"27603362";0;34;193;0;0;0;1;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603363";0;54;185;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0
"27603366";1;34;193;1;0;0;0;0;1;2;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0
"27603369";1;34;187;1;0;0;1;0;1;2;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0
"27603376";1;56;193;1;1;0;1;1;1;2;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0
"27603377";1;66;188;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0
"27603378";1;88;187;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
"27603381";0;88;189;1;1;1;1;1;1;0;0;0;1;0;0;2;1;0;1;1;0;1;0;0;0;0;0;0;1
"27603394";1;46;193;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;1;1;1;1;1;1;0;1;1;0
"27603404";1;57;185;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1
"27603411";1;51;187;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0
"27603416";1;54;194;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0
"27603417";1;68;184;1;1;1;1;0;1;2;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0
"27603422";1;23;186;1;1;0;1;0;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603424";1;43;193;1;0;1;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1
"27603429";0;45;194;1;1;0;1;1;0;2;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0
"27603433";1;33;187;1;1;0;1;0;1;0;1;0;0;1;2;1;1;1;1;1;1;1;0;0;0;0;1;0;1
"27603442";1;49;185;1;0;1;1;1;0;0;1;0;1;1;2;0;1;0;1;1;1;1;1;0;0;0;1;0;0
"27603443";0;67;191;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;1;0;0;1;0;1
"27603449";0;44;183;1;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0
"27603453";0;69;185;0;0;1;1;0;0;2;1;0;1;0;2;1;1;1;0;0;1;1;0;1;0;0;1;1;0
"27603457";1;34;184;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"27603462";0;34;192;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
"27603463";1;73;187;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0
"27603468";1;51;183;0;1;1;1;1;1;2;1;0;1;1;2;1;1;1;0;1;1;1;1;1;1;0;1;1;0
"27603473";0;34;190;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;1;0;1
"27603474";1;34;188;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0
"27603477";1;56;193;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1
"27603480";1;45;186;1;0;0;1;1;0;2;0;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0
"27603486";0;52;183;1;1;1;1;1;1;2;1;1;0;0;2;1;1;0;1;1;0;1;1;0;0;0;1;1;0
"27603501";1;51;187;1;1;0;0;0;1;2;1;1;1;0;2;1;0;0;1;1;1;1;1;1;1;0;1;1;1
"27603503";1;69;188;1;1;0;1;0;1;2;0;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0
"27603513";0;51;186;1;0;0;1;0;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;0;1;1;1;0;0
"27603516";1;30;189;0;1;0;1;0;1;2;1;1;0;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1;0
"27603519";1;23;188;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0
"27603521";1;43;186;1;1;1;1;1;1;2;1;0;0;1;1;2;1;1;1;1;1;1;1;0;1;1;1;1;1
"27603523";1;38;193;1;1;1;0;1;1;2;0;1;1;0;2;1;1;1;0;1;1;1;1;1;1;0;1;1;0
"27603527";0;39;187;1;1;1;1;1;1;2;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0
"27603531";0;65;185;0;1;1;1;1;1;2;1;0;0;0;2;1;1;1;1;1;1;0;1;1;1;1;1;1;0
"27603533";0;56;186;1;1;1;1;1;1;2;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"27603537";0;67;193;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;0;1;0;0;1;1
"27603546";1;43;186;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27603549";0;56;189;1;1;1;1;0;1;0;0;0;1;1;2;1;0;1;1;1;1;1;1;1;1;1;0;1;0
"27603551";1;37;186;1;1;1;1;1;1;2;1;0;1;1;2;2;0;1;1;1;1;1;1;1;1;0;1;1;1
"27603563";1;69;186;1;1;1;1;1;1;1;0;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1
"27603566";0;61;185;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;1;1;1
"27603569";0;51;191;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603572";1;56;189;1;1;1;1;1;1;2;1;0;1;1;2;2;1;1;1;1;1;1;1;0;1;0;1;1;0
"27603577";0;29;189;0;1;1;1;1;1;0;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603581";1;51;186;1;0;1;1;1;1;1;1;0;0;1;1;2;1;1;1;1;0;1;1;1;0;0;1;0;1
"27603589";0;61;188;1;1;1;1;1;0;0;1;0;0;1;2;1;1;0;1;1;1;1;1;1;0;0;0;1;0
"27603591";1;59;190;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27603600";0;59;190;0;1;0;1;1;1;2;1;0;0;1;2;1;0;1;1;1;0;1;0;1;0;1;0;1;0
"27603610";1;46;183;0;1;1;1;0;1;2;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"27603611";1;67;187;1;1;0;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;0
"27603613";1;43;192;1;1;0;1;1;1;2;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;0
"27603619";1;88;188;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"27603626";1;29;183;0;1;0;1;1;1;2;1;0;0;0;2;1;0;1;1;1;1;1;1;1;1;0;1;1;0
"27603631";1;69;194;0;0;0;0;0;1;2;1;0;0;1;2;2;0;0;1;1;1;1;0;0;0;0;0;0;0
"27603632";0;69;194;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0
"27603635";0;69;189;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0
"27603636";1;45;188;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0
"27603638";0;43;188;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"27603646";0;38;188;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0
"27603649";1;34;193;0;0;1;1;1;0;2;1;0;0;0;2;0;1;0;0;1;1;1;1;1;1;0;0;1;0
"27603657";0;29;183;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
"27603659";1;30;184;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0
"27603669";0;25;188;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
"27603670";1;30;190;0;0;0;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0
"27603673";1;51;185;0;1;1;1;1;1;2;0;1;1;1;2;2;1;1;1;1;1;1;1;0;1;0;1;1;0
"27603675";0;53;193;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0
"27603682";1;45;192;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"27603685";1;31;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603688";1;45;192;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0
"27603691";0;43;190;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0
"27603696";1;16;187;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0
"27603701";0;60;191;0;1;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0
"27603706";0;69;184;1;0;0;1;0;0;2;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0
"27603722";1;59;188;1;1;1;1;1;1;1;0;0;0;0;2;1;1;1;1;1;1;1;1;0;0;1;1;1;0
"27603723";0;50;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
"27603726";0;38;185;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;1;1;0;0;1;1;0;1;1;0;0
"27603734";1;27;193;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"27603739";1;30;184;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;1;1;1;1;0;0;0;0;0;0;0
"27603745";0;99;193;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0
"27603751";0;34;193;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0
"27603754";0;45;189;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"27603760";1;43;185;1;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1
"27603764";1;55;188;1;1;0;1;1;0;2;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0
"27603770";0;54;187;1;1;1;0;1;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"27603778";0;43;189;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603782";1;97;190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
"27603792";0;38;190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603793";0;97;185;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603794";0;43;187;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"27603808";1;23;194;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"27603815";1;45;190;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"27603816";0;43;188;1;0;1;1;1;1;0;0;0;0;1;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0
"27603820";0;99;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"27603832";0;31;189;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"27603835";1;26;187;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
"27603837";0;54;189;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
"27603838";1;78;188;0;0;0;0;0;0;2;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0
"27603843";0;25;183;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0
"27603848";1;54;189;1;1;1;1;0;1;2;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"27603850";1;56;188;1;1;1;1;1;1;2;1;1;1;0;2;2;1;1;1;1;0;1;1;1;0;1;1;1;0
"27603851";0;43;185;1;0;0;1;0;1;2;1;0;0;0;2;1;1;1;1;0;0;1;1;1;1;0;1;0;0
"27603864";1;32;188;1;1;0;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0
"27603865";1;69;189;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
"27603870";1;54;192;1;1;0;1;1;1;2;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"27603873";1;56;187;1;1;0;0;0;1;2;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;1;1;0
"27603878";1;69;184;1;0;0;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;0
"27603883";0;74;190;1;1;1;1;0;1;2;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0
"27603888";1;43;184;1;0;0;1;1;1;1;0;0;1;1;2;2;0;1;1;1;1;1;1;1;0;0;1;1;0
"27603889";1;59;190;1;1;0;1;0;1;2;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0
"27603895";1;59;189;0;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0
"27603896";0;16;184;1;0;1;1;1;1;2;1;0;0;1;2;0;1;1;1;1;1;1;1;1;1;0;1;0;0
"27603898";1;20;186;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0
"27603911";0;53;189;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0
"27603915";1;38;187;1;1;1;1;1;1;0;1;0;1;1;2;2;1;1;1;1;1;1;1;1;0;1;1;1;0
"27603917";0;99;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603918";0;99;190;0;0;0;0;1;1;2;1;1;0;0;1;2;1;1;1;1;1;1;1;1;0;1;1;0;0
"27603919";0;73;185;0;0;0;0;0;0;2;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0
"27603920";1;50;192;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;0
"27603932";0;50;184;0;0;0;1;0;0;0;1;0;1;1;0;2;0;0;0;0;0;1;1;0;0;0;1;0;0
"27603933";1;54;185;0;1;0;1;1;0;2;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0
"27603940";1;74;184;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0
"27603945";0;24;192;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0
"27603946";1;43;187;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27603951";1;30;188;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0
"27603964";0;56;184;0;0;1;1;1;1;2;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0
"27603969";0;56;190;0;1;0;1;1;1;2;1;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0
"27603978";0;99;190;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0
"27603979";1;69;189;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;1
"27603984";1;57;183;1;0;1;1;0;1;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0
"27603992";0;51;184;0;0;0;0;0;0;2;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"27603994";1;38;188;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0
"27603998";1;51;185;0;1;0;1;0;1;2;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0
"27604004";1;49;190;1;1;1;1;1;1;2;0;1;1;1;2;1;0;1;1;1;1;0;1;1;0;0;0;1;0
"27604005";0;71;186;1;1;1;1;0;1;2;1;0;0;1;2;2;1;1;1;1;1;1;1;0;1;0;1;1;0
"27604007";0;88;184;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0
